No,current_date,seed_date,house,sweet,sweet_category,width,height,size,url,AveCO2_7,AveSatu_7,AveHum_7,AveTemp_7,AveMaxTemp_7,AveMinTemp_7,AveDiffTemp_7,SumMaxTemp_7,SumMinTemp_7,SumDiffTemp_7,COL_21
513,2月9日,10月12日,2,4.9,3,2.6,2.3,5.98,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYEnIBvLAZ5d8UaU9-f%2Fimage%3A1654?alt=media&token=8e129236-a9d9-4b5b-a4ee-2eeb44b1841b,637.67,6.16,66.17,20.80,24.70,18.79,5.91,172.90,131.50,41.40,17
514,2月9日,10月12日,2,4.9,3,2.6,2.5,6.5,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYEn_3KiAezt995NiOF%2Fimage%3A1655?alt=media&token=45535940-1918-4f6e-beb3-b910ede03ff6,637.67,6.16,66.17,20.80,24.70,18.79,5.91,172.90,131.50,41.40,18
515,2月9日,10月12日,2,5.1,4,2.1,2,4.2,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYEnrQs0GkwxPXQ89T-%2Fimage%3A1656?alt=media&token=aaeb62aa-6e51-41a8-924f-f912a0b5d2e8,637.67,6.16,66.17,20.80,24.70,18.79,5.91,172.90,131.50,41.40,19
516,2月9日,10月12日,2,5.5,4,2.1,2,4.2,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYEoFwW71prSruxt09w%2Fimage%3A1657?alt=media&token=44828af8-92df-4f5c-9396-766c39a2e60a,637.67,6.16,66.17,20.80,24.70,18.79,5.91,172.90,131.50,41.40,20
517,2月9日,10月12日,2,5.8,4,2.2,1.9,4.18,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYEoYYgNanMrRsULac5%2Fimage%3A1658?alt=media&token=33d881ba-5a00-4875-b905-2716eb66489b,637.67,6.16,66.17,20.80,24.70,18.79,5.91,172.90,131.50,41.40,21
518,2月9日,10月12日,2,5.3,4,2.2,2,4.4,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYEoruNwTZ0dFg94rG4%2Fimage%3A1659?alt=media&token=7f107d25-0d74-41f1-9d10-2ba79a5a30dd,637.67,6.16,66.17,20.80,24.70,18.79,5.91,172.90,131.50,41.40,22
519,2月9日,10月12日,2,5.7,4,1.8,1.9,3.42,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYEpCatsqsJcDji8rql%2Fimage%3A1659?alt=media&token=4b007d7f-4246-4112-a80d-aa2fa4ca39a1,637.67,6.16,66.17,20.80,24.70,18.79,5.91,172.90,131.50,41.40,23
520,2月9日,10月12日,2,5.4,4,2.2,2.3,5.06,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYEpYTjwE-Cz4JTdhLV%2Fimage%3A1660?alt=media&token=585e65dd-9201-4262-be1f-bc384a6827a8,637.67,6.16,66.17,20.80,24.70,18.79,5.91,172.90,131.50,41.40,24
521,2月9日,10月12日,2,5.2,4,2.1,2,4.2,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYEplt2iMETYnbBeNVA%2Fimage%3A1661?alt=media&token=0f2ffb06-0717-423f-9a09-810909cb2037,637.67,6.16,66.17,20.80,24.70,18.79,5.91,172.90,131.50,41.40,25
522,2月9日,10月12日,2,4.9,3,2.5,2.1,5.25,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYEq2De8dYU6yk1dwiC%2Fimage%3A1662?alt=media&token=5d4b350b-d43b-4feb-b03e-3bc5cbcb33e4,637.67,6.16,66.17,20.80,24.70,18.79,5.91,172.90,131.50,41.40,26
523,2月9日,10月12日,2,4.6,3,2.7,2.5,6.75,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYErdpeFdNeKBCnr_12%2Fimage%3A1664?alt=media&token=f99d4772-05d1-43df-a810-3e34bf402b51,637.67,6.16,66.17,20.80,24.70,18.79,5.91,172.90,131.50,41.40,27
524,2月9日,10月12日,2,4.7,3,2.6,2.3,5.98,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYErtw7ZnkJiA_ZNkZA%2Fimage%3A1665?alt=media&token=f1ac4942-b688-427f-8884-1baec44ea4bb,637.67,6.16,66.17,20.80,24.70,18.79,5.91,172.90,131.50,41.40,28
525,2月9日,10月12日,2,5,3,2.8,2.4,6.72,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYEsE5FlNneKVQAvUPN%2Fimage%3A1666?alt=media&token=31140319-d8e4-4ac1-b728-bfdb2bd3aa55,637.67,6.16,66.17,20.80,24.70,18.79,5.91,172.90,131.50,41.40,29
526,2月9日,10月12日,2,5.2,4,2.3,2,4.6,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYEsWcNavtUl32bBY7u%2Fimage%3A1667?alt=media&token=2b0f4e77-ed2b-41ac-b834-07e9a1be5cca,637.67,6.16,66.17,20.80,24.70,18.79,5.91,172.90,131.50,41.40,30
527,2月9日,10月12日,2,5.2,4,2.2,2,4.4,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYEsnvVtAeD-bNnQjgM%2Fimage%3A1668?alt=media&token=e90a8ec4-ca2d-432f-9d57-c6b8057724b4,637.67,6.16,66.17,20.80,24.70,18.79,5.91,172.90,131.50,41.40,31
528,2月9日,10月12日,2,5.4,4,2.1,2,4.2,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYEt0kUTtvIldPOok9O%2Fimage%3A1669?alt=media&token=5d68debd-af78-4d15-9151-e5037e454b89,637.67,6.16,66.17,20.80,24.70,18.79,5.91,172.90,131.50,41.40,32
529,2月9日,10月12日,2,5.2,4,2.4,2.1,5.04,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYEtJD7nj9-ma29ClzK%2Fimage%3A1670?alt=media&token=5f08525f-525b-4066-9543-620b5238a54c,637.67,6.16,66.17,20.80,24.70,18.79,5.91,172.90,131.50,41.40,33
530,2月9日,10月12日,2,4.9,3,2.7,2.5,6.75,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYEthSQroacFVbNyfwg%2Fimage%3A1670?alt=media&token=9ac2bb05-c560-494c-8912-1e8920e04705,637.67,6.16,66.17,20.80,24.70,18.79,5.91,172.90,131.50,41.40,34
531,2月9日,10月12日,2,4.6,3,2.8,2.3,6.44,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYEtwQQljb7Kd8Ah1-1%2Fimage%3A1671?alt=media&token=5ebc1ff0-7201-45be-9415-0b2e0cc6a937,637.67,6.16,66.17,20.80,24.70,18.79,5.91,172.90,131.50,41.40,35
532,2月9日,10月12日,2,5.2,4,2.6,2.3,5.98,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYEuCVSbFoebyn4DB73%2Fimage%3A1672?alt=media&token=ce8a8b0e-750c-4007-94ed-f31d7a48dad0,637.67,6.16,66.17,20.80,24.70,18.79,5.91,172.90,131.50,41.40,36
533,2月9日,10月12日,2,4.8,3,2.2,2,4.4,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYEuS4Zxdbd8HHI-w2O%2Fimage%3A1673?alt=media&token=4945e9a5-5c86-499d-8478-26a61da9cdda,637.67,6.16,66.17,20.80,24.70,18.79,5.91,172.90,131.50,41.40,37
534,2月9日,10月12日,2,5.2,4,2.1,2,4.2,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYEudSXECqiKcvPYuWf%2Fimage%3A1674?alt=media&token=d8728f5f-6b6f-423c-9e4e-960f6e3b8457,637.67,6.16,66.17,20.80,24.70,18.79,5.91,172.90,131.50,41.40,38
535,2月9日,10月12日,2,4.6,3,2.4,2.3,5.52,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYEus1nITZ_Y5PJvfBc%2Fimage%3A1675?alt=media&token=e74dd38b-fbea-478f-a744-7ce84acd19a7,637.67,6.16,66.17,20.80,24.70,18.79,5.91,172.90,131.50,41.40,39
536,2月9日,10月12日,2,5.1,4,2.1,2.1,4.41,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYEv5AKfInIt4ehxCR6%2Fimage%3A1676?alt=media&token=2c3d60cc-2770-477d-81fa-19ae98851f80,637.67,6.16,66.17,20.80,24.70,18.79,5.91,172.90,131.50,41.40,40
537,2月9日,10月12日,2,4.7,3,2.3,2.2,5.06,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYEvIif2B_vo5JBy1kb%2Fimage%3A1677?alt=media&token=614641ba-8d67-4098-a748-96fbdbabe680,637.67,6.16,66.17,20.80,24.70,18.79,5.91,172.90,131.50,41.40,41
538,2月9日,10月12日,2,4.6,3,2.7,2.4,6.48,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYEvafEKRN3-vPI8UDB%2Fimage%3A1678?alt=media&token=89e61435-9351-48bb-a629-f29353529ef7,637.67,6.16,66.17,20.80,24.70,18.79,5.91,172.90,131.50,41.40,42
539,2月9日,10月12日,2,4.2,2,2.8,2.8,7.84,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYEw0WcAyeWzpY0w5eO%2Fimage%3A1679?alt=media&token=35a8ea30-24a8-4418-b941-0ab9b19cf874,637.67,6.16,66.17,20.80,24.70,18.79,5.91,172.90,131.50,41.40,43
540,2月9日,10月12日,2,4.9,3,2.7,2.4,6.48,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYEwFEsR1xtBGo33PG0%2Fimage%3A1680?alt=media&token=e67ed025-93f1-44f3-b719-5daa91a5daed,637.67,6.16,66.17,20.80,24.70,18.79,5.91,172.90,131.50,41.40,44
541,2月9日,10月12日,2,5.1,4,2.2,2.1,4.62,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYEwR3LioKYKOubH81c%2Fimage%3A1680?alt=media&token=e6fcf051-9a18-4ce6-9318-2435a0a5b525,637.67,6.16,66.17,20.80,24.70,18.79,5.91,172.90,131.50,41.40,45
542,2月9日,10月12日,2,4.8,3,2.4,2.2,5.28,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYEweq4PgWlN1OZrzF5%2Fimage%3A1681?alt=media&token=b5affa6f-d891-4a2f-a3e4-fee567c392b8,637.67,6.16,66.17,20.80,24.70,18.79,5.91,172.90,131.50,41.40,46
543,2月9日,10月12日,2,5.1,4,2.4,2.1,5.04,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYEwtDJ4AOOqGbJtQCL%2Fimage%3A1682?alt=media&token=7709000a-9e49-4385-a62a-7c32175c7,637.67,6.16,66.17,20.80,24.70,18.79,5.91,172.90,131.50,41.40,47
544,2月9日,10月12日,2,4.7,3,2.6,2.2,5.72,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYExAGaRlsCR91_Ycnv%2Fimage%3A1683?alt=media&token=0b414b35-5a42-4bdc-a274-a9b43fe14337,637.67,6.16,66.17,20.80,24.70,18.79,5.91,172.90,131.50,41.40,48
545,2月11日,7月3日,1,5.1,4,2.3,2.2,5.06,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYP04czLNU6Cpva9nFI%2Fimage%3A1739?alt=media&token=4c31033e-9d7c-49d5-824d-a876f86fc016,712.07,6.64,62.71,20.37,24.66,17.94,6.71,172.60,125.60,47.00,1
546,2月11日,7月3日,1,5,3,2.6,2.2,5.72,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYP0JxctxubdsjKAfc2%2Fimage%3A1740?alt=media&token=4c900277-7309-43c6-b298-35a7ea755b6c,712.07,6.64,62.71,20.37,24.66,17.94,6.71,172.60,125.60,47.00,2
547,2月11日,7月3日,1,5.2,4,2.4,2,4.8,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYP0VpcADG57Td3bHE8%2Fimage%3A1741?alt=media&token=df6af389-bb3b-4b7c-be4f-84f7b1284ac6,712.07,6.64,62.71,20.37,24.66,17.94,6.71,172.60,125.60,47.00,3
548,2月11日,7月3日,1,5.4,4,2.1,1.9,3.99,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYP0njFkpXnjatbLWVo%2Fimage%3A1742?alt=media&token=1f177b1c-d98d-439f-9314-f891332c01f9,712.07,6.64,62.71,20.37,24.66,17.94,6.71,172.60,125.60,47.00,4
549,2月11日,7月3日,1,5,3,2.4,2.3,5.52,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYP13a2XBKZYXwQ2dls%2Fimage%3A1743?alt=media&token=20132ce8-2d49-482a-aac8-c8c4cd25a7bf,712.07,6.64,62.71,20.37,24.66,17.94,6.71,172.60,125.60,47.00,5
550,2月11日,7月3日,1,4.9,3,2.5,2.4,6,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYP1FbpSZ4xfnBROzjq%2Fimage%3A1744?alt=media&token=eb5f4967-f8bc-4cd6-b7a5-c5be3b79d3bb,712.07,6.64,62.71,20.37,24.66,17.94,6.71,172.60,125.60,47.00,6
551,2月11日,7月3日,1,5.6,4,2.2,1.9,4.18,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYP1Ve3IgRwJlqTx-X_%2Fimage%3A1745?alt=media&token=00909465-a622-4e85-aa8a-4c39cb7e9d4f,712.07,6.64,62.71,20.37,24.66,17.94,6.71,172.60,125.60,47.00,7
552,2月11日,7月3日,1,5.1,4,2.2,2.3,5.06,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYP1gd8LPhQ-LRWkGNE%2Fimage%3A1746?alt=media&token=42d3d0fe-5a8a-4a6e-84e0-627445cf572,712.07,6.64,62.71,20.37,24.66,17.94,6.71,172.60,125.60,47.00,8
553,2月11日,7月3日,1,5.2,4,2.4,2.2,5.28,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYP1uFOZbXezmikrIqE%2Fimage%3A1747?alt=media&token=533c991f-3dd9-4bed-9121-c4254e2b48f4,712.07,6.64,62.71,20.37,24.66,17.94,6.71,172.60,125.60,47.00,9
554,2月11日,7月3日,1,5.2,4,2.5,2.3,5.75,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYP26xFsYX9Q0d5atK9%2Fimage%3A1748?alt=media&token=d689f7f6-d9cc-425e-82bd-4e51820a69da,712.07,6.64,62.71,20.37,24.66,17.94,6.71,172.60,125.60,47.00,10
555,2月11日,7月3日,1,5.5,4,2,2,4,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYP2LDrbEnO8oo1qs0w%2Fimage%3A1749?alt=media&token=08b8c103-bdbc-4215-add7-0d22158f41ed,712.07,6.64,62.71,20.37,24.66,17.94,6.71,172.60,125.60,47.00,11
556,2月11日,7月3日,1,5.3,4,2.3,2,4.6,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYP2dxqJeEXSRCmdAtO%2Fimage%3A1750?alt=media&token=0f10f7a5-d6d7-4285-b631-3706a68561e8,712.07,6.64,62.71,20.37,24.66,17.94,6.71,172.60,125.60,47.00,12
557,2月11日,7月3日,1,5.2,4,2.4,2.1,5.04,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYP2rnTlMBs3K5PzHMW%2Fimage%3A1751?alt=media&token=3dafecd6-cc36-42d4-9b2b-1efd7ef033e8,712.07,6.64,62.71,20.37,24.66,17.94,6.71,172.60,125.60,47.00,13
558,2月11日,7月3日,1,5.6,4,2.2,2.1,4.62,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYP36WyLF1V2R6cjL2P%2Fimage%3A1752?alt=media&token=c8f32305-0a20-4538-b9f7-be751ebc9ca9,712.07,6.64,62.71,20.37,24.66,17.94,6.71,172.60,125.60,47.00,14
559,2月11日,7月3日,1,5.5,4,2.2,2.2,4.84,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYP3KteEI7RtdROZmL_%2Fimage%3A1753?alt=media&token=206ac3f9-1211-4d74-b481-7273bd23c786,712.07,6.64,62.71,20.37,24.66,17.94,6.71,172.60,125.60,47.00,15
560,2月11日,7月3日,1,5.4,4,2,2.1,4.2,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYP3_Ed8UDjIQEruVzJ%2Fimage%3A1754?alt=media&token=eee8e85e-3300-4b7c-8bdb-2f6abbdc35d5,712.07,6.64,62.71,20.37,24.66,17.94,6.71,172.60,125.60,47.00,16
561,2月11日,7月3日,1,5.1,4,2.2,2,4.4,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYP3rnMeOzM6-_X-Bg0%2Fimage%3A1755?alt=media&token=eedfe51c-6fb7-4c59-9bf8-53da0801b3f2,712.07,6.64,62.71,20.37,24.66,17.94,6.71,172.60,125.60,47.00,17
562,2月11日,7月3日,1,5.4,4,2.1,1.9,3.99,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYP46LyhE7eCNSs8Z6Q%2Fimage%3A1756?alt=media&token=bf1dfe58-6bad-4578-abdc-d009a34c58dd,712.07,6.64,62.71,20.37,24.66,17.94,6.71,172.60,125.60,47.00,18
563,2月11日,7月3日,1,5.4,4,2.1,2,4.2,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYP4KyB2C5kilXub9P_%2Fimage%3A1757?alt=media&token=5f18ac0a-f85f-4105-ae1c-eb4fed7464a4,712.07,6.64,62.71,20.37,24.66,17.94,6.71,172.60,125.60,47.00,19
564,2月11日,7月3日,1,5.2,4,2.3,1.9,4.37,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYP4ZYwHhpd27sB1mUe%2Fimage%3A1758?alt=media&token=f0d7b6c2-790a-4af1-8296-6849fb8ac31e,712.07,6.64,62.71,20.37,24.66,17.94,6.71,172.60,125.60,47.00,20
565,2月11日,7月3日,1,5.5,4,2.1,2.1,4.41,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYP4uf-Xk4fZ-5tjbJk%2Fimage%3A1759?alt=media&token=efb80b10-88f5-4595-bb14-1b1c7795322c,712.07,6.64,62.71,20.37,24.66,17.94,6.71,172.60,125.60,47.00,21
566,2月11日,7月3日,1,4.9,3,2.3,2.2,5.06,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYP58A20-EShJog8g9q%2Fimage%3A1760?alt=media&token=03cdd38f-44c0-4445-a35b-bb3c0fb4eea5,712.07,6.64,62.71,20.37,24.66,17.94,6.71,172.60,125.60,47.00,22
567,2月11日,7月3日,1,5.5,4,2.3,2,4.6,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYP5RF5h1qOeHq2-U6J%2Fimage%3A1761?alt=media&token=ee69612b-1725-462f-8f33-a567d0041081,712.07,6.64,62.71,20.37,24.66,17.94,6.71,172.60,125.60,47.00,23
568,2月11日,7月3日,1,5.8,4,2.1,2,4.2,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYP5enyhJEuM796_UBP%2Fimage%3A1762?alt=media&token=2be7d9ca-fcdd-4f90-abe3-00f67ce238bf,712.07,6.64,62.71,20.37,24.66,17.94,6.71,172.60,125.60,47.00,24
569,2月11日,7月3日,1,5.1,4,2.1,2,4.2,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYP5sZVuyV5VTuobWXI%2Fimage%3A1763?alt=media&token=ff5d60d1-1102-43e1-b43e-09ecbed803,712.07,6.64,62.71,20.37,24.66,17.94,6.71,172.60,125.60,47.00,25
570,2月11日,7月3日,1,5.4,4,2.1,2.2,4.62,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYP6AsFlW5M8T1iH4AQ%2Fimage%3A1765?alt=media&token=5f487133-1abb-44eb-8419-8d64db393397,712.07,6.64,62.71,20.37,24.66,17.94,6.71,172.60,125.60,47.00,26
571,2月11日,7月3日,1,4.7,3,2.4,2.2,5.28,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYP6NgeRc0jdDxTqzq1%2Fimage%3A1766?alt=media&token=775919be-7939-4e87-b698-585af6d2f6e5,712.07,6.64,62.71,20.37,24.66,17.94,6.71,172.60,125.60,47.00,27
572,2月11日,7月3日,1,4.9,3,2.7,2.2,5.94,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYP6eUFwXQPYhGjwSVu%2Fimage%3A1767?alt=media&token=21520eec-a37d-4b77-8b8d-7ebd40edb729,712.07,6.64,62.71,20.37,24.66,17.94,6.71,172.60,125.60,47.00,28
573,2月11日,7月3日,1,4.7,3,2.7,2.4,6.48,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYP7-qnb1XP0tYbKdib%2Fimage%3A1768?alt=media&token=7a899a31-930f-4a18-91be-242a3a3ccf32,712.07,6.64,62.71,20.37,24.66,17.94,6.71,172.60,125.60,47.00,29
574,2月11日,7月3日,1,4.7,3,2.5,2.4,6,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYP7HZvYo0yCWqlV2pT%2Fimage%3A1769?alt=media&token=717e4fb0-fbb2-48f4-bdfb-f728819fd34c,712.07,6.64,62.71,20.37,24.66,17.94,6.71,172.60,125.60,47.00,30
575,2月11日,7月3日,1,4.8,3,2.6,2.3,5.98,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYP7_e1CAOi0Yn0k1S6%2Fimage%3A1770?alt=media&token=d8316a3a-ade9-4d75-92e0-c72d19bb3e67,712.07,6.64,62.71,20.37,24.66,17.94,6.71,172.60,125.60,47.00,31
576,2月11日,7月3日,1,4.9,3,2.6,2.4,6.24,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYP7qgP5UnVZrMJnFM7%2Fimage%3A1771?alt=media&token=1ec7a153-83e8-44cc-99a1-f21c58ba4951,712.07,6.64,62.71,20.37,24.66,17.94,6.71,172.60,125.60,47.00,32
577,2月11日,7月3日,1,4.6,3,2.6,2.2,5.72,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYP8NFgesY-r-mdwFm4%2Fimage%3A1772?alt=media&token=16c8187c-ff8e-4f49-9584-3bb4f4d926d6,712.07,6.64,62.71,20.37,24.66,17.94,6.71,172.60,125.60,47.00,33
578,2月11日,7月3日,1,4.8,3,2.4,1.9,4.56,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYP8alt_LYBDAGKeLtv%2Fimage%3A1773?alt=media&token=3f1402b8-4db7-4801-a81b-599b95cc5645,712.07,6.64,62.71,20.37,24.66,17.94,6.71,172.60,125.60,47.00,34
579,2月11日,7月3日,1,4.9,3,2.5,2.1,5.25,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LYP8utVEnn8ABFFbc-O%2Fimage%3A1774?alt=media&token=83fa7d75-c991-4c1d-81f4-ea68dbb78b8c,712.07,6.64,62.71,20.37,24.66,17.94,6.71,172.60,125.60,47.00,35
